STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG	ANNOTATOR	ANNOTATION_DATE
IHCC Basic	https://purl.ihccglobal.org/VZ_HIVPosResult1stDate	information_entity	Date of First HIV Positive Result	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HIVPosResult1stDate	information_entity	Date of First HIV Positive Result	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ReferalBasisCxr	information_entity	Chest X Referal Basis	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MOProbableTB	information_entity	Medical Officer Diagnostic ProbableTB	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadLeftLungOther	information_entity	Radiologist Left Lung Other	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_Medication1	information_entity	Medication 1	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_OtherTobaccoSpecifyDailySpec	information_entity	Other Tobacco Specify Daily	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_Medication5StartDate	information_entity	Medication 5 Start Date	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadLeftLungNodules	information_entity	Radiologist Left Lung Nodules	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HighCholestHerbalCurr	information_entity	Currently Taking Herbal Treatment for Raised Cholesterol	http://purl.obolibrary.org/obo/GECKO_0000091	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_SolidIncub	information_entity	Solid Culture Incubation	http://purl.obolibrary.org/obo/GECKO_0000027	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_PhoneCallFail	information_entity	Phone Call Attempts failed to contact Participant	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_OtherTobaccoSpecifyDaily	information_entity	Other Tobacco Smoked Daily	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_SolidCultureLabStatus	information_entity	Solid culture quantity not sufficient, specimen missing, or unable to run	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_Medication6	information_entity	Medication 6	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_SecondRoundMessage	information_entity	Medical Officer Second Round Message	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed4Adher	information_entity	Adherence Concurrent Medication 4	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HadStrokeEver	information_entity	History of Stroke	http://purl.obolibrary.org/obo/MONDO_0004995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_TBDiagnosticOther	information_entity	TB Diagnostic Other	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_GeneXpertLabComment	information_entity	Gene Xpert quantity not sufficient, specimen missing, or unable to run comment	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HighBPConsult6mo	information_entity	High BP Consultation 6 months	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MonthsAgoStartedSmoking	information_entity	Months Ago Individual Started Smoking	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_CurrSmokerDaily	information_entity	Smoke Tobacco Products Daily	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadLeftLungCavitation	information_entity	Radiologist Left Lung Cavitation	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MOSecondRoundMessage	information_entity	System Algorythm Flaged Conditions	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_TBTxCurrent	information_entity	TB Current Treatment	http://purl.obolibrary.org/obo/GECKO_0000094	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_BPThirdSystolic	information_entity	BP Third Systolic	http://purl.obolibrary.org/obo/CMO_0000003	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HipCircumference	information_entity	Hip Circumference	http://purl.obolibrary.org/obo/CMO_0000021	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadLeftLungNormal	information_entity	Radiologist Left Lung Normal	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_GeneXpertReview	information_entity	GeneXpert Medical Officer Review	http://purl.obolibrary.org/obo/GECKO_0000027	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_LeftLung	information_entity	CXR pattern Left lung field & pleura	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadActiveTB	information_entity	Radiologist Diagnostic ActiveTB	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_OldTB	information_entity	CXR proposed diagnostic-OldTB	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HeartRateFirstReading	information_entity	Heart Rate First Reading	http://purl.obolibrary.org/obo/CMO_0000294	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_LastTBDateCompletion	information_entity	TB Completion Date	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_LastTBDateCompletion	information_entity	TB Completion Date	http://purl.obolibrary.org/obo/GECKO_0000094	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HighBSugarInformed12mo	information_entity	High Blood Sugar Informed Past 12 Months	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_DrinksPerOccassion	information_entity	Drinks Per Occassion	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_WillingSurveyedAttempt1	information_entity	Willing Surveyed Attempt 1	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_InducedTBSputumHome	information_entity	Homestead Induced TB Sputum Collected	http://purl.obolibrary.org/obo/GECKO_0000112	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_EDT1Collected	information_entity	EDT1 Collected	http://purl.obolibrary.org/obo/GECKO_0000112	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_BreathShortness	information_entity	Shortness of breath after exercise or physical activity	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HeartAttackStatinsTxCurr	information_entity	Currently Taking statins (Lovastatin/Simvastatin/Atorvastatin) to prevent Heart Disease	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_LastWeekFridayDrinks	information_entity	Last Week Friday Drinks	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConsumedAlcoholOccassions	information_entity	Occassions Consumed Alcohol	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MOSuggestedSecondCondition	information_entity	Medical Officer Suggested Second Condition	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ManufacturedCigarettesDaily	information_entity	Manufactured Cigarettes Smoked Daily	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_SolidCultureReview	information_entity	SolidCulture Medical Officer Review	http://purl.obolibrary.org/obo/GECKO_0000027	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadRightLungPleuralThick	information_entity	Radiologist Right Lung Pleural Thickening	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MOOtherInfection	information_entity	Medical Officer Diagnostic Other Infection	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadOldTB	information_entity	Radiologist Diagnostic OldTB	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MOSecondRoundOutcomeDesc	information_entity	Medical Officer Outcome Description	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_BSugarMeasuredEver	information_entity	Blood Sugar Measured Ever	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_BPFirstSystolic	information_entity	BP First Systolic	http://purl.obolibrary.org/obo/CMO_0000003	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed2Adher	information_entity	Adherence Concurrent Medication 2	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_UrineRefusal	information_entity	Refused Urine Sample COllection	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed1Curr	information_entity	Taking Concurrent Medication 1	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_PAX1Collected	information_entity	PAX1 Collected	http://purl.obolibrary.org/obo/GECKO_0000112	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_StopSmoking12mo	information_entity	Quit Stopping Tobacco	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadOtherInfection	information_entity	Radiologist Diagnostic Other Infection	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HBA1CPercentReview	information_entity	HBA1CPercent Medical Officer Review	http://purl.obolibrary.org/obo/GECKO_0000027	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HeartRateThirdReading	information_entity	Heart RateThird Reading	http://purl.obolibrary.org/obo/CMO_0000294	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MORightLungConsolid	information_entity	Medical Officer Right Lung Consolidation	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_EDT3_1Collected	information_entity	EDT3_1 Collected	http://purl.obolibrary.org/obo/GECKO_0000112	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed5Adher	information_entity	Adherence Concurrent Medication 5	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_BPReferralExist	information_entity	Referral due to Existing High Blood Pressure	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMedIndica2	information_entity	Concurrent Medication Indication 2	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadTBDiagnosticOther	information_entity	Radiologist TB Diagnostic Other	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HbA1LabComment	information_entity	Hb A1c quantity not sufficient, specimen missing, or unable to run comment	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MOTBDiagnosticOther	information_entity	Medical Officer Diagnostic TB Diagnostic Other	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadRightLungReticular	information_entity	Radiologist Right Lung ReticularOpacities	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed3StartDate	information_entity	Concurrent Medication 3 Start Date	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed5StartDate	information_entity	Concurrent Medication 5 Start Date	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_NightWheezing	information_entity	NightWheezing	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_FeverDuration	information_entity	Fever Duration	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadRightLungCalcification	information_entity	Radiologist Right Lung Calcification	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed4Stopped	information_entity	Stopped Concurrent Medication 4	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MORightLungPleuralThick	information_entity	Medical Officer Right Lung Pleural Thickening	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadRightLungConsolid	information_entity	Radiologist Right Lung Consolidation	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_WeightLossNumber	information_entity	Weight Loss Number	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_LiquidCulture	information_entity	Liquid Culture Result(MGIT)	http://purl.obolibrary.org/obo/GECKO_0000027	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_InducedSputumObtained	information_entity	Induced Sputum Obtained	http://purl.obolibrary.org/obo/GECKO_0000112	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadNeoplasm	information_entity	Radiologistr Diagnostic Neoplasm	http://purl.obolibrary.org/obo/MONDO_0004992	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_FUDiabetesDiagnosis	information_entity	FUDiabetesDiagnosis	http://purl.obolibrary.org/obo/MONDO_0005151	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_OtherTobaccoWeekly	information_entity	Other Tobacco Smoked Weekly	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_Medication3	information_entity	Medication 3	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HBA1c	information_entity	HBA1c	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_AbnormalResult	information_entity	Is Result Abnormal?	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_WaistCircumferenceCm	information_entity	Waist Circumference in Cm	http://purl.obolibrary.org/obo/CMO_0000021	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_Haemoptysis	information_entity	Haemoptysis	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadLeftLungNodeEnlarge	information_entity	Radiologist Left Lung Node Enlargement	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadLeftLungConsolid	information_entity	Radiologist Left Lung Consolidation	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_SpontTBSputumHome	information_entity	Homestead Spontatneous TB Sputum Collected	http://purl.obolibrary.org/obo/GECKO_0000112	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_Medication6StartDate	information_entity	Medication 6 Start Date	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConsumptionFrequency	information_entity	Alcohol Consumption Frequency	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_LabResultDate	information_entity	Lab Result Date	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_CigarsORcherootsWeekly	information_entity	Cigars or Cheroots Smoked Weekly	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HBA1CPercent	information_entity	HBA1C%	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed4Curr	information_entity	Taking Concurrent Medication 4	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_PregTestResultNotified	information_entity	pregnancy Test Result Notified	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed1StartDate	information_entity	Concurrent Medication 1 Start Date	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ARTInitiationDate	information_entity	Date Of ART Initiation	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ARTInitiationDate	information_entity	Date Of ART Initiation	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadTrauma	information_entity	Radiologist Diagnostic Trauma	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadLeftLungFibrosis	information_entity	Radiologist Left Lung Fibrosis	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_StoppedAlcoholHealth	information_entity	Stopped Alcohol for Health Reasons	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed5	information_entity	Concurrent Medication 5	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MOVascularDisorder	information_entity	Medical Officer Diagnostic VascularDisorder	http://purl.obolibrary.org/obo/MONDO_0004995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_Medication7StartDate	information_entity	Medication 7 Start Date	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MORightLungCavitation	information_entity	Medical Officer Right Lung Cavitation	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MOLeftLungPleuralThick	information_entity	Medical Officer Left Lung Pleural Thickening	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_CxrScreeningResult	information_entity	Chest X Ray Screening Result	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_TimeLastMeal	information_entity	Time Last Meal	http://purl.obolibrary.org/obo/GECKO_0000072	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_PAX1NotCollectedReason	information_entity	PAX1 Not Collected Reason	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_LastHIVNegResultDate	information_entity	Date of Last HIV Negative Result	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_DiabetesReferallFU	information_entity	Diabetes Referral from Follow up Visit	http://purl.obolibrary.org/obo/MONDO_0005151	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMedIndica5	information_entity	Concurrent Medication Indication 5	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_NumberAlcoholUntaxed	information_entity	Number of Alcohol Untaxed	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HighBSugarConsultHealer	information_entity	High Blood Sugar Consultation With Traditional Healer	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_VL	information_entity	HIV Viral Load Result	http://purl.obolibrary.org/obo/GECKO_0000027	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_TBReferallFU	information_entity	TB Referral from Follow up Visit	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadRightLungFibrosis	information_entity	Radiologist Right Lung Fibrosis	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_HighBPInformed12mo	information_entity	Informed of High BP in 12 Months	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_Pregnant	information_entity	Pregnant	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_MORightLungFibrosis	information_entity	Medical Officer Right Lung Fibrosis	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_CXRInterpretationDesc	information_entity	Medical Officer CXR Interpretation Description	http://purl.obolibrary.org/obo/CMO_0000000	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConsumedAlcohol12mo	information_entity	Consumed Alcohol Last 12 Months	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ConcurrMed4	information_entity	Concurrent Medication 4	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_PipedTobaccoDaily	information_entity	Piped Tobacco Cigarettes Smoked Daily	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_LastWeekTuesdayDrinks	information_entity	Last Week Tuesday Drinks	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_EDT1	information_entity	EDT1	http://purl.obolibrary.org/obo/GECKO_0000112	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_SSPBottleCollected	information_entity	SSP Bottle Collected	http://purl.obolibrary.org/obo/GECKO_0000112	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_EDT3_2NotCollectedReason	information_entity	EDT3_2 Not Collected Reasonn	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_VLLabStatus	information_entity	VL quantity not sufficient, specimen missing, or unable to run	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_SwabSample2CollectedId	information_entity	Swab Sample2 Collected Id	http://purl.obolibrary.org/obo/UBERON_0001836	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_SwabSample2CollectedId	information_entity	Swab Sample2 Collected Id	http://purl.obolibrary.org/obo/GECKO_0000055	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_CardiacDisorder	information_entity	CXR proposed diagnostic-CardiacDisorder	http://purl.obolibrary.org/obo/MONDO_0004995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_ParentHistHeartAttack	information_entity	Parental History of Heart Attack	http://purl.obolibrary.org/obo/MONDO_0004995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_BPForthSystolic	information_entity	BP Forth Systolic	http://purl.obolibrary.org/obo/CMO_0000003	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/VZ_RadInflammatoryDisorder	information_entity	Radiologist Diagnostic Inflammatory Disorder	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
