ID	Label	Class Type	GECKO Label	GE Parents	Comment																				
GE:sushrgverinfo	SUS generated HRG version number			System Data																					
GE:susspellid	SUS generated spell identifier			System Data																					
GE:suslddate	SUS loaded staging date			System Data|Healthcare resource groups (HRG) data																					
GE:susrecid	SUS record ID		unique identifiers	System Data|System data																					
GE:ic_system_desc	System		Genomics England																						
GE:system_data	System Data		Genomics England																						
GE:system_data	System data		Genomics England																						
GE:ic_system_id	System ID			System																					
GE:ic_date2_to_date4	Test Request Received to Service (test) Report Issue		Genomics England																						
GE:ic_date2_to_date3	Test Request Received to Test		Genomics England																						
GE:ic_date1_to_date4	Test Request to Service (Test) Report Issue		Genomics England																						
GE:ic_date1_to_date3	Test Request to Test		Genomics England																						
GE:ic_date1_to_date2	Test Request to Test Request Received		Genomics England																						
GE:ic_date3_to_date4	Test to Service (Test) Report Issue		Genomics England																						
GE:trettime	Time seen for treatment			Attendances																					
GE:treat_02	treat_02		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat_03	treat_03		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat_04	treat_04		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat_05	treat_05		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat_06	treat_06		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat_07	treat_07		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat_08	treat_08		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat_09	treat_09		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat_10	treat_10		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat_11	treat_11		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat_12	treat_12		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_02	treat2_02		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_03	treat2_03		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_04	treat2_04		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_05	treat2_05		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_06	treat2_06		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_07	treat2_07		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_08	treat2_08		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_09	treat2_09		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_10	treat2_10		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_11	treat2_11		medication|non-pharmacological interventions	Clinical Treatments																					
GE:treat2_12	treat2_12		medication|non-pharmacological interventions	Clinical Treatments																					
GE:tretspef	Treatment specialty		physician/practitioner info	Clinical; Period of Care																					
GE:domproc	Trust derived dominant procedure			Healthcare resource groups (HRG) data	procedure code submitted to SUS - is this a surgical procedure?																				
GE:hrgnhs	Trust derived HRG value			Healthcare resource groups (HRG) data|Patient Data																					
GE:hrglate35	Trust derived HRG value v3.5			Healthcare resource groups (HRG) data																					
GE:tumour_pseudo_id	tumour_pseudo_id		Genomics England																						
GE:unitbedconfig	unitbedconfig			Critical care adult admission and discharge data	level 2 beds, level 3 beds, or flexible - in unit																				
GE:vind	V code indicator			Psychiatric																					
GE:varicose_vein_q1	Varicose Vein - Q1		occurrence of varicose veins																						
GE:varicose_vein_q2	Varicose Vein - Q2		occurrence of varicose veins																						
GE:hrgnhsvn	Version No. of Trust derived HRG			Healthcare resource groups (HRG) data																					
GE:vv_score_expected_final_model3	VV Score Final Predicted (Model 3)			Scoring																					
GE:vv_q1_max_score	vv_q1_max_score		occurrence of varicose veins	Varicose Vein - Q1																					
GE:vv_q1_score	vv_q1_score			Scoring																					
GE:vv_q1_score_complete	vv_q1_score_complete			Scoring																					
GE:vv_q1_total_score	vv_q1_total_score			Scoring																					
GE:vv_q2_max_score	vv_q2_max_score		occurrence of varicose veins	Varicose Vein - Q2																					
GE:vv_q2_score	vv_q2_score			Scoring																					
GE:vv_q2_score_complete	vv_q2_score_complete			Scoring																					
GE:vv_q2_total_score	vv_q2_total_score			Scoring																					
GE:wait_ind	Waiting calculation indicator			Clinical	if and how 'Days Waiting' was calculated - timeline?																				
GE:cenward	Ward type at psychiatric census date			Psychiatric	characteristics of the ward																				
GE:wardstrt	Ward type at start of episode			Episodes and spells; Period of care																					
GE:weight_at_start_of_cycle	weight_at_start_of_cycle		weight																						
GE:weight_at_start_of_regimen	weight_at_start_of_regimen		weight																						
GE:well_baby_ind	Well baby flag		pregnancy history	Maternity																					
GE:pcon	Westminster parliamentary constituency			Geographical																					
GE:pcon_ons	Westminster parliamentary constituency (ONS)			Geographical																					
GE:partyear	Year and month of HES dataset			Episodes and spells; Period of care|Appointments																					
GE:did_date3_year	Year of Test			Diagnostic Test Dates																					
																									
