Term ID	Label	Parent Term	Defintion	GECKO Category	Internal ID	Suggested Categories	Comment
CHOP:0000555	PNC_PHB005		Specific Phobia: Looking at this card, have you ever been very nervous or afraid of doctors, needles, or blood?	mental and behaviour disorders	PHB005		Encoded Value
CHOP:0000556	PNC_PHB006		Specific Phobia: Looking at this card, have you ever been very nervous or afraid of closed spaces, like elevators or closets?	mental and behaviour disorders	PHB006		Encoded Value
CHOP:0000557	PNC_PHB007		Specific Phobia: Looking at this card, have you ever been very nervous or afraid of flying or airplanes?	mental and behaviour disorders	PHB007		Encoded Value
CHOP:0000558	PNC_PHB008		Specific Phobia: Looking at this card, have you ever been very nervous or afraid of any other things or situations?	mental and behaviour disorders	PHB008		Encoded Value
CHOP:0000559	PNC_PHB010		Specific Phobia: Did facing (insert worst fear) almost always make you feel scared (for example, feeling nervous inside, crying, throwing a tantrum or needing to be near your parents)?	mental and behaviour disorders	PHB010		Encoded Value
CHOP:0000560	PNC_PHB011		Specific Phobia: When you had to (or knew you had to) face (insert worst fear), did you try to avoid it, or if you couldn't avoid it, did you feel very distressed when you faced it?	mental and behaviour disorders	PHB011		Encoded Value
CHOP:0000561	PNC_PHB012		Specific Phobia: Thinking about all of the time that you were afraid of (insert worst fear), whether or not you actually faced it, how long did this fear last? (Days)	mental and behaviour disorders	PHB012		Encoded Value
CHOP:0000562	PNC_PHB013		Specific Phobia: Thinking about all of the time that you were afraid of (insert worst fear), whether or not you actually faced it, how long did this fear last? (Weeks)	mental and behaviour disorders	PHB013		Encoded Value
CHOP:0000563	PNC_PHB014		Specific Phobia: Thinking about all of the time that you were afraid of (insert worst fear), whether or not you actually faced it, how long did this fear last? (Months)	mental and behaviour disorders	PHB014		Encoded Value
CHOP:0000564	PNC_PHB015		Specific Phobia: Thinking about all of the time that you were afraid of (insert worst fear), whether or not you actually faced it, how long did this fear last? (Years)	mental and behaviour disorders	PHB015		Encoded Value
CHOP:0000565	PNC_PHB020		Specific Phobia: How much did having this fear of (insert worst fear) upset or bother you?	mental and behaviour disorders	PHB020		Encoded Value
CHOP:0000566	PNC_PHB021		Specific Phobia: How much did the fear of (insert worst fear) cause problems for you at home, at school or work, or with your family or friends?	mental and behaviour disorders	PHB021		Encoded Value
CHOP:0000567	PNC_PHB022		Specific Phobia: Did you stay home frome school or work because of your fear of (insert worst fear)?	mental and behaviour disorders	PHB022		Encoded Value
CHOP:0000568	PNC_PHB023		Specific Phobia: How many days of school/work did you miss? (lifetime)	mental and behaviour disorders	PHB023		Encoded Value
CHOP:0000569	PNC_PHB024		Specific Phobia: How old were you the first time you had this fear of (insert worst fear)? (Age)	mental and behaviour disorders	PHB024		Encoded Value
CHOP:0000570	PNC_PHB024a		Specific Phobia: How old were you the first time you had this fear of (insert worst fear)? (Always)	mental and behaviour disorders	PHB024a		Encoded Value
CHOP:0000571	PNC_PHB025		Specific Phobia: Are you still afraid of (insert worst fear)?	mental and behaviour disorders	PHB025		Encoded Value
CHOP:0000572	PNC_PHB026		Specific Phobia: How old were you the last time you had this fear?	mental and behaviour disorders	PHB026		Encoded Value
CHOP:0000573	PNC_PSY001		Psychosis: Have you ever heard voices when no one was there?	mental and behaviour disorders	PSY001		Encoded Value
CHOP:0000574	PNC_PSY003		Psychosis: How many voices did you hear?	mental and behaviour disorders	PSY003		Encoded Value
CHOP:0000575	PNC_PSY004		Psychosis: Was anyone else nearby when you heard this?	mental and behaviour disorders	PSY004		Encoded Value
CHOP:0000576	PNC_PSY005		Psychosis: (If yes) Did they hear it too?	mental and behaviour disorders	PSY005		Encoded Value
CHOP:0000577	PNC_PSY006		Psychosis: Have you ever heard a voice saying what you were doing, feeling or thinking, and nobody else could hear it?	mental and behaviour disorders	PSY006		Encoded Value
CHOP:0000578	PNC_PSY007		Psychosis: Have you ever heard two or more voices talking to each other that nobody else could hear?	mental and behaviour disorders	PSY007		Encoded Value
CHOP:0000579	PNC_PSY008		Psychosis: Have you ever heard your thoughts spoken out loud, from outside your head so that others could hear what you were thinking?	mental and behaviour disorders	PSY008		Encoded Value
CHOP:0000580	PNC_PSY009		Psychosis: Have you ever heard voices telling you to do something and nobody else could hear it?	mental and behaviour disorders	PSY009		Encoded Value
CHOP:0000581	PNC_PSY010		Psychosis: Have you ever heard voices making fun of you? Threatening you? Saying bad things about you?	mental and behaviour disorders	PSY010		Encoded Value
CHOP:0000582	PNC_PSY011		Psychosis: You told me that you heard (insert endorsed voices). How many times have you heard these voices?	mental and behaviour disorders	PSY011		Encoded Value
CHOP:0000583	PNC_PSY012		Psychosis: How long was the longest time that this lasted? (Estimate duration; can be intermittent over this time) (Mins)	mental and behaviour disorders	PSY012		Encoded Value
CHOP:0000584	PNC_PSY013		Psychosis: How long was the longest time that this lasted? (Estimate duration; can be intermittent over this time) (Hours)	mental and behaviour disorders	PSY013		Encoded Value
CHOP:0000585	PNC_PSY014		Psychosis: How long was the longest time that this lasted? (Estimate duration; can be intermittent over this time) (Days)	mental and behaviour disorders	PSY014		Encoded Value
CHOP:0000586	PNC_PSY015		Psychosis: How long was the longest time that this lasted? (Estimate duration; can be intermittent over this time) (Weeks)	mental and behaviour disorders	PSY015		Encoded Value
CHOP:0000587	PNC_PSY016		Psychosis: How long was the longest time that this lasted? (Estimate duration; can be intermittent over this time) (Months)	mental and behaviour disorders	PSY016		Encoded Value
CHOP:0000588	PNC_PSY017		Psychosis: How long was the longest time that this lasted? (Estimate duration; can be intermittent over this time) (Yrs)	mental and behaviour disorders	PSY017		Encoded Value
CHOP:0000589	PNC_PSY020		Psychosis: Did you ever hear other sounds or noises that other people couldn't hear?	mental and behaviour disorders	PSY020		Encoded Value
CHOP:0000590	PNC_PSY0200		Psychosis: Has there ever been anything unusual about the way things smelled or felt or looked?	mental and behaviour disorders	PSY0200		Encoded Value
CHOP:0000591	PNC_PSY0202		Psychosis: Is this something that is considered unusual for the child?	mental and behaviour disorders	PSY0202		Encoded Value
CHOP:0000592	PNC_PSY0204		Psychosis: Have you ever had your imagination play tricks on you?	mental and behaviour disorders	PSY0204		Encoded Value
CHOP:0000593	PNC_PSY020a		Psychosis: Have you ever heard things other people couldnˆt hear?	mental and behaviour disorders	PSY020a		Encoded Value
CHOP:0000594	PNC_PSY022		Psychosis: Was anyone else in the room when you heard this?	mental and behaviour disorders	PSY022		Encoded Value
CHOP:0000595	PNC_PSY023		Psychosis: (If yes) Did they hear it too?	mental and behaviour disorders	PSY023		Encoded Value
CHOP:0000596	PNC_PSY024		Psychosis: You told me that you heard (insert endorsed non-verbal sounds). How many times have you heard this?	mental and behaviour disorders	PSY024		Encoded Value
CHOP:0000597	PNC_PSY025		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Mins)	mental and behaviour disorders	PSY025		Encoded Value
CHOP:0000598	PNC_PSY026		Psychosis: How long was the longest time that this lasted? (Estimate duration; can be intermittent over this time) (Hours)	mental and behaviour disorders	PSY026		Encoded Value
CHOP:0000599	PNC_PSY027		Psychosis: How long was the longest time that this lasted? (Estimate duration; can be intermittent over this time) (Days)	mental and behaviour disorders	PSY027		Encoded Value
CHOP:0000600	PNC_PSY028		Psychosis: How long was the longest time that this lasted? (Estimate duration; can be intermittent over this time) (Weeks)	mental and behaviour disorders	PSY028		Encoded Value
CHOP:0000601	PNC_PSY029		Psychosis: Have you ever seen visions or seen things which other people could not see?	mental and behaviour disorders	PSY029		Encoded Value
CHOP:0000602	PNC_PSY029a		Psychosis: Have you ever seen things that other people couldnˆt see?	mental and behaviour disorders	PSY029a		Encoded Value
CHOP:0000603	PNC_PSY029b		Psychosis: Have you ever seen visions?	mental and behaviour disorders	PSY029b		Encoded Value
CHOP:0000604	PNC_PSY031		Psychosis: Did you see it as clearly as you can see me?	mental and behaviour disorders	PSY031		Encoded Value
CHOP:0000605	PNC_PSY032		Psychosis: Did it come from a shadow?	mental and behaviour disorders	PSY032		Encoded Value
CHOP:0000606	PNC_PSY033		Psychosis: Were you sleeping, or just falling asleep, or just waking up at the time?	mental and behaviour disorders	PSY033		Encoded Value
CHOP:0000607	PNC_PSY034		Psychosis: Was anyone else in the room when you saw this?	mental and behaviour disorders	PSY034		Encoded Value
CHOP:0000608	PNC_PSY035		Psychosis: (If yes) Did they see it too?	mental and behaviour disorders	PSY035		Encoded Value
CHOP:0000609	PNC_PSY036		Psychosis: You told me that you saw (insert endorsed vision). How many times have you seen things like this that other people couldn't see?	mental and behaviour disorders	PSY036		Encoded Value
CHOP:0000610	PNC_PSY037		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Mins)	mental and behaviour disorders	PSY037		Encoded Value
CHOP:0000611	PNC_PSY038		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Hours)	mental and behaviour disorders	PSY038		Encoded Value
CHOP:0000612	PNC_PSY039		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Days)	mental and behaviour disorders	PSY039		Encoded Value
CHOP:0000613	PNC_PSY040		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Weeks)	mental and behaviour disorders	PSY040		Encoded Value
CHOP:0000614	PNC_PSY050		Psychosis: Have you ever smelled strange odors other people could not smell?	mental and behaviour disorders	PSY050		Encoded Value
CHOP:0000615	PNC_PSY052		Psychosis: Was anyone else in the room when you smelled this?	mental and behaviour disorders	PSY052		Encoded Value
CHOP:0000616	PNC_PSY053		Psychosis: (If yes) Did they smell it too?	mental and behaviour disorders	PSY053		Encoded Value
CHOP:0000617	PNC_PSY054		Psychosis: How many times have you smelled strange odors like this that other people couldn't smell?	mental and behaviour disorders	PSY054		Encoded Value
CHOP:0000618	PNC_PSY055		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Mins)	mental and behaviour disorders	PSY055		Encoded Value
CHOP:0000619	PNC_PSY056		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Hours)	mental and behaviour disorders	PSY056		Encoded Value
CHOP:0000620	PNC_PSY057		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Days)	mental and behaviour disorders	PSY057		Encoded Value
CHOP:0000621	PNC_PSY058		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Weeks)	mental and behaviour disorders	PSY058		Encoded Value
CHOP:0000622	PNC_PSY060		Psychosis: Have you ever had strange feelings in your body like things were crawling on you or someone touching you and nothing or no one was there?	mental and behaviour disorders	PSY060		Encoded Value
CHOP:0000623	PNC_PSY062		Psychosis: How many times have you had strange feelings in your body like this?	mental and behaviour disorders	PSY062		Encoded Value
CHOP:0000624	PNC_PSY063		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Mins)	mental and behaviour disorders	PSY063		Encoded Value
CHOP:0000625	PNC_PSY064		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Hours)	mental and behaviour disorders	PSY064		Encoded Value
CHOP:0000626	PNC_PSY065		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Days)	mental and behaviour disorders	PSY065		Encoded Value
CHOP:0000627	PNC_PSY066		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Weeks)	mental and behaviour disorders	PSY066		Encoded Value
CHOP:0000628	PNC_PSY070		Psychosis: Have you ever believed in things that most other people or your parents don't believe in?	mental and behaviour disorders	PSY070		Encoded Value
CHOP:0000629	PNC_PSY071		Psychosis: Have you ever believed in things and later found out they weren't true, like people being out to get you, or talking about you behind your back, or controlling what you do or think?	mental and behaviour disorders	PSY071		Encoded Value
CHOP:0000630	PNC_PSY072		Psychosis: Have you ever felt that you were under someone else's control? (If yes) Who?	mental and behaviour disorders	PSY072		Encoded Value
CHOP:0000631	PNC_PSY073		"Psychosis: Have you ever felt that you could be made to do something against your will, like to say or think or do things, without wanting to? (If yes:) Did you feel that your thoughts, feelings or actions were not your own?"""	mental and behaviour disorders	PSY073		Encoded Value
CHOP:0000632	PNC_PSY074		Psychosis: Have you ever felt that people could put thoughts in your mind?	mental and behaviour disorders	PSY074		Encoded Value
CHOP:0000633	PNC_PSY075		Psychosis: Have you ever felt that people could know what you were thinking or could read your mind?	mental and behaviour disorders	PSY075		Encoded Value
CHOP:0000634	PNC_PSY076		Psychosis: Have you ever felt that something was happening to your insides or that something was living inside of you?	mental and behaviour disorders	PSY076		Encoded Value
CHOP:0000635	PNC_PSY077		Psychosis: Have you ever felt that you were a very important person or that you had special powers?	mental and behaviour disorders	PSY077		Encoded Value
CHOP:0000636	PNC_PSY078		Psychosis: Have you ever felt that people were talking about you behind your back, including people on the TV or radio?	mental and behaviour disorders	PSY078		Encoded Value
CHOP:0000637	PNC_PSY079		Psychosis: Have you ever felt that the world was coming to an end soon?	mental and behaviour disorders	PSY079		Encoded Value
CHOP:0000638	PNC_PSY080		Psychosis: Have you ever felt that there were secret meanings for you in what ordinary people did?	mental and behaviour disorders	PSY080		Encoded Value
CHOP:0000639	PNC_PSY081		Psychosis: Have you ever felt that people were going after you to hurt you or get at you?	mental and behaviour disorders	PSY081		Encoded Value
CHOP:0000640	PNC_PSY082		Psychosis: Have you ever felt that you were being (or should be) punished because you were evil?	mental and behaviour disorders	PSY082		Encoded Value
CHOP:0000641	PNC_PSY086		Psychosis: So, were you sure of it at the time or did you think it just might be so?	mental and behaviour disorders	PSY086		Encoded Value
CHOP:0000642	PNC_PSY088		Psychosis: How many times have you had beliefs like this?	mental and behaviour disorders	PSY088		Encoded Value
CHOP:0000643	PNC_PSY089		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Mins)	mental and behaviour disorders	PSY089		Encoded Value
CHOP:0000644	PNC_PSY090		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Hours)	mental and behaviour disorders	PSY090		Encoded Value
CHOP:0000645	PNC_PSY091		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Days)	mental and behaviour disorders	PSY091		Encoded Value
CHOP:0000646	PNC_PSY092		Psychosis: How long was the longest time that this lasted? (Estimate duration, can be intermittent over this time) (Weeks)	mental and behaviour disorders	PSY092		Encoded Value
CHOP:0000647	PNC_PSY101		Psychosis: At the time that you were having (insert symptoms), were you also physically ill (for example, high fever, migraine, epilepsy)?	mental and behaviour disorders	PSY101		Encoded Value
CHOP:0000648	PNC_PSY102		Psychosis: At the time that you were having (insert symptoms), were you also taking prescribed medication? (for example, Serpasil, birth control pills, antihistamines or cold pills, antihypertensives, cortisone or other steroids, or diet pills)	mental and behaviour disorders	PSY102		Encoded Value
CHOP:0000649	PNC_PSY103		Psychosis: At the time that you were having (insert symptoms), were you also using alcohol/drugs?	mental and behaviour disorders	PSY103		Encoded Value
CHOP:0000650	PNC_PSY104		Psychosis: At the time that you were having (insert symptoms), were you also depressed (Feeling very sad)?	mental and behaviour disorders	PSY104		Encoded Value
CHOP:0000651	PNC_PSY105		Psychosis: At the time that you were having (insert symptoms), were you also manic (feeling very energetic/active)?	mental and behaviour disorders	PSY105		Encoded Value
CHOP:0000652	PNC_PSY106		Psychosis: At the time that you were having (insert symptoms), were you also diagnosed with schizophrenia?	mental and behaviour disorders	PSY106		Encoded Value
CHOP:0000653	PNC_PSY107		Psychosis: At the time that you were having (insert symptoms), were you also experiencing any other situation that could account for it?	mental and behaviour disorders	PSY107		Encoded Value
CHOP:0000654	PNC_PSY110		Psychosis: How much did your feelings/behaviors associated with this event upset or bother you?	mental and behaviour disorders	PSY110		Encoded Value
CHOP:0000655	PNC_PSY120		Psychosis: How much have the feelings/behaviors that you have told me about caused problems for you at home, at school, or with your family or friends?	mental and behaviour disorders	PSY120		Encoded Value
CHOP:0000656	PNC_PSY121		Psychosis: Did you stay home from school because of the way you were feeling?	mental and behaviour disorders	PSY121		Encoded Value
CHOP:0000657	PNC_PSY122		Psychosis: If yes: How many days of school did you miss because of (insert symptoms)? (lifetime) (Days)	mental and behaviour disorders	PSY122		Encoded Value
CHOP:0000658	PNC_PSY123		Psychosis: If yes: How many days of school did you miss because of (insert symptoms)? (lifetime) (Weeks)	mental and behaviour disorders	PSY123		Encoded Value
CHOP:0000659	PNC_PSY124		Psychosis: If yes: How many days of school did you miss because of (insert symptoms)? (lifetime) (Months)	mental and behaviour disorders	PSY124		Encoded Value
CHOP:0000660	PNC_PSY130		Psychosis: How old were you the first time you had these behaviors/feelings? (Age)	mental and behaviour disorders	PSY130		Encoded Value
CHOP:0000661	PNC_PSY130a		Psychosis: How old were you the first time you had these behaviors/feelings? (Always)	mental and behaviour disorders	PSY130a		Encoded Value
CHOP:0000662	PNC_PSY131		Psychosis: Are you still having these (behaviors/feelings) now?	mental and behaviour disorders	PSY131		Encoded Value
CHOP:0000663	PNC_PSY132		Psychosis: How old were you the last time you had these behaviors/feelings?	mental and behaviour disorders	PSY132		Encoded Value
CHOP:0000664	PNC_PSY133		Psychosis: How long did you feel (__)? (Days)	mental and behaviour disorders	PSY133		Encoded Value
CHOP:0000665	PNC_PSY134		Psychosis: How long did you feel (__)? (Weeks)	mental and behaviour disorders	PSY134		Encoded Value
CHOP:0000666	PNC_PSY135		Psychosis: How long did you feel (__)? (Months)	mental and behaviour disorders	PSY135		Encoded Value
CHOP:0000667	PNC_PSY136		Psychosis: Was that the worst you have felt?	mental and behaviour disorders	PSY136		Encoded Value
CHOP:0000668	PNC_PSY137		Psychosis: Is this the worst you have felt?	mental and behaviour disorders	PSY137		Encoded Value
CHOP:0000669	PNC_PSY138		Psychosis: How long have you been feeling this way? (Days)	mental and behaviour disorders	PSY138		Encoded Value
CHOP:0000670	PNC_PSY139		Psychosis: How long have you been feeling this way? (Months)	mental and behaviour disorders	PSY139		Encoded Value
CHOP:0000671	PNC_PSY140		Psychosis: How long have you been feeling this way? (Years)	mental and behaviour disorders	PSY140		Encoded Value
CHOP:0000672	PNC_PSY141		Psychosis: How many different times have you (____)?	mental and behaviour disorders	PSY141		Encoded Value
CHOP:0000673	PNC_PSY142		Psychosis: When you felt your worst, how long did that feeling last? (Days)	mental and behaviour disorders	PSY142		Encoded Value
CHOP:0000674	PNC_PSY143		Psychosis: When you felt your worst, how long did that feeling last? (Months)	mental and behaviour disorders	PSY143		Encoded Value
CHOP:0000675	PNC_PSY144		Psychosis: When you felt your worst, how long did that feeling last? (Years)	mental and behaviour disorders	PSY144		Encoded Value
CHOP:0000676	PNC_PSY145		Psychosis: How old were you then?	mental and behaviour disorders	PSY145		Encoded Value
CHOP:0000677	PNC_PSY146		"Psychosis: Since you were (age of onset) until (offset age, or ""now"" if current), was there ever a time when you did not have these behaviors/feelings?"	mental and behaviour disorders	PSY146		Encoded Value
CHOP:0000678	PNC_PSY147		Psychosis: During that time, what was the longest period of time that (behavior/feeling) did not bother you? (Weeks)	mental and behaviour disorders	PSY147		Encoded Value
CHOP:0000679	PNC_PSY148		Psychosis: During that time, what was the longest period of time that (behavior/feeling) did not bother you? (Months)	mental and behaviour disorders	PSY148		Encoded Value
CHOP:0000680	PNC_PSY149		Psychosis: During that time, what was the longest period of time that (behavior/feeling) did not bother you? (Years)	mental and behaviour disorders	PSY149		Encoded Value
CHOP:0000681	PNC_PSY150		Psychosis: How long did this last? (Mins)	mental and behaviour disorders	PSY150		Encoded Value
CHOP:0000682	PNC_PSY151		Psychosis: How long did this last? (Hours)	mental and behaviour disorders	PSY151		Encoded Value
CHOP:0000683	PNC_PSY152		Psychosis: How long did this last? (Days)	mental and behaviour disorders	PSY152		Encoded Value
CHOP:0000684	PNC_PSY153		Psychosis: How long did this last? (Weeks)	mental and behaviour disorders	PSY153		Encoded Value
CHOP:0000685	PNC_PSY154		Psychosis: Was your speech mixed up?	mental and behaviour disorders	PSY154		Encoded Value
CHOP:0000686	PNC_PSY155		Psychosis: Did you make sense?	mental and behaviour disorders	PSY155		Encoded Value
CHOP:0000687	PNC_PSY156		Psychosis: Could you make yourself understood if people told you that you couldn't be understood?	mental and behaviour disorders	PSY156		Encoded Value
CHOP:0000688	PNC_PSY157		"Psychosis: Were you ""high"" at the time?"	mental and behaviour disorders	PSY157		Encoded Value
CHOP:0000689	PNC_PSY158		Psychosis: Were you sick?	mental and behaviour disorders	PSY158		Encoded Value
CHOP:0000690	PNC_PSY159		Psychosis: Had you taken pills?	mental and behaviour disorders	PSY159		Encoded Value
CHOP:0000691	PNC_PSY160		"Psychosis: (If yes) Did people have trouble understanding you when you weren't ""high""?"	mental and behaviour disorders	PSY160		Encoded Value
CHOP:0000692	PNC_PTD001		Have you ever been in a flood or a tornado or an earthquake or a hurricane or some other natural disaster where you thought you were going to die or be seriously hurt?	physical environment	PTD001		Encoded Value
CHOP:0000693	PNC_PTD002		Post-Traumatic Stress: Have you ever been in a situation where you thought you or someone close to you was going to be killedor be hurt very badly (e.g. family violence)?	mental and behaviour disorders	PTD002		Encoded Value
CHOP:0000694	PNC_PTD003		Post-Traumatic Stress: Have you ever been attacked by somebodyor badly beaten?	mental and behaviour disorders	PTD003		Encoded Value
CHOP:0000695	PNC_PTD004		Post-Traumatic Stress: Have you ever been very upset by someone forcing you to do something sexual?	mental and behaviour disorders	PTD004		Encoded Value
CHOP:0000696	PNC_PTD005		Post-Traumatic Stress: Have you ever been attacked sexually or raped?	mental and behaviour disorders	PTD005		Encoded Value
CHOP:0000697	PNC_PTD006		Post-Traumatic Stress: Have you ever been threatened with a weapon?	mental and behaviour disorders	PTD006		Encoded Value
CHOP:0000698	PNC_PTD007		Post-Traumatic Stress: Have you ever been in a bad accident?	mental and behaviour disorders	PTD007		Encoded Value
CHOP:0000699	PNC_PTD008		Post-Traumatic Stress: Other than television or at the movies, have you ever seen or heard somebody get killed_or get hurt very badlyor die?	mental and behaviour disorders	PTD008		Encoded Value
CHOP:0000700	PNC_PTD009		Post-Traumatic Stress: Have you ever been very upset by seeing a dead body or by seeing pictures of the dead body of somebody you knew well?  	mental and behaviour disorders	PTD009		Encoded Value
CHOP:0000701	PNC_PTD020		Post-Traumatic Stress: When did (insert worst event name) occur? (Age)	mental and behaviour disorders	PTD020		Encoded Value
CHOP:0000702	PNC_PTD021		Post-Traumatic Stress: When did (insert worst event name) occur? (Month)	mental and behaviour disorders	PTD021		Encoded Value
CHOP:0000703	PNC_PTD022		Post-Traumatic Stress: When did (insert worst event name) occur? (Year)	mental and behaviour disorders	PTD022		Encoded Value
CHOP:0000704	PNC_PTD024		Post-Traumatic Stress: Sometimes these things keep coming back in nightmares, flashbacks, or thoughts that you can't get rid of. Has that ever happened to you? 	mental and behaviour disorders	PTD024		Encoded Value
CHOP:0000705	PNC_PTD025		Post-Traumatic Stress: What about being very upset when you were in a situation that reminded you of this event?	mental and behaviour disorders	PTD025		Encoded Value
CHOP:0000706	PNC_PTD026		Post-Traumatic Stress: How long after (insert worst event) did you begin having (insert nightmares/flashbacks/recurrent thoughts/upset when in situation that reminded) related to the event? (Days)	mental and behaviour disorders	PTD026		Encoded Value
CHOP:0000707	PNC_PTD027		Post-Traumatic Stress: How long after (insert worst event) did you begin having (insert nightmares/flashbacks/recurrent thoughts/upset when in situation that reminded) related to the event? (Weeks)	mental and behaviour disorders	PTD027		Encoded Value
CHOP:0000708	PNC_PTD028		Post-Traumatic Stress: How long after (insert worst event) did you begin having (insert nightmares/flashbacks/recurrent thoughts/upset when in situation that reminded) related to the event? (Months)	mental and behaviour disorders	PTD028		Encoded Value
CHOP:0000709	PNC_PTD029		Post-Traumatic Stress: How often did you have these feelings/behaviors?	mental and behaviour disorders	PTD029		Encoded Value
CHOP:0000710	PNC_PTD030		Post-Traumatic Stress: INTERVIEWER: Record age of onset of symptoms. (Age)	mental and behaviour disorders	PTD030		Encoded Value
CHOP:0000711	PNC_PTD031		Post-Traumatic Stress: INTERVIEWER: Record age of onset of symptoms. (Month)	mental and behaviour disorders	PTD031		Encoded Value
CHOP:0000712	PNC_PTD032		Post-Traumatic Stress: INTERVIEWER: Record age of onset of symptoms. (Year)	mental and behaviour disorders	PTD032		Encoded Value
CHOP:0000713	PNC_PTD033		Post-Traumatic Stress: When was the last time you had (insert nightmares/flashbacks/recurrent thoughts/upset when in a situation that reminded) related to (insert worst event)? (Age)	mental and behaviour disorders	PTD033		Encoded Value
CHOP:0000714	PNC_PTD034		Post-Traumatic Stress: When was the last time you had (insert nightmares/flashbacks/recurrent thoughts/upset when in a situation that reminded) related to (insert worst event)? (Month)	mental and behaviour disorders	PTD034		Encoded Value
CHOP:0000715	PNC_PTD035		Post-Traumatic Stress: When was the last time you had (insert nightmares/flashbacks/recurrent thoughts/upset when in a situation that reminded) related to (insert worst event)? (Year)	mental and behaviour disorders	PTD035		Encoded Value
CHOP:0000716	PNC_PTD036		Post-Traumatic Stress: INTERVIEWER: Record duration of symptoms. If not clear, ask if it was more or less than one month. (Months)	mental and behaviour disorders	PTD036		Encoded Value
CHOP:0000717	PNC_PTD037		Post-Traumatic Stress: INTERVIEWER: Record duration of symptoms. If not clear, ask if it was more or less than one month. (Years)	mental and behaviour disorders	PTD037		Encoded Value
CHOP:0000718	PNC_PTD040		Post-Traumatic Stress: How much did your feelings/behaviors associated with (insert worst event) upset or bother you?	mental and behaviour disorders	PTD040		Encoded Value
CHOP:0000719	PNC_PTD041		Post-Traumatic Stress: How much have the feelings/behaviors you have told me about caused problems for you at home, at school or work, or with your family or friends?	mental and behaviour disorders	PTD041		Encoded Value
CHOP:0000720	PNC_PTD042		Post-Traumatic Stress: Did you stay home from school or work because of the way you were feeling?	mental and behaviour disorders	PTD042		Encoded Value
CHOP:0000721	PNC_PTD043		Post-Traumatic Stress: If yes: How many days of school/work did you miss because of these feelings?	mental and behaviour disorders	PTD043		Encoded Value
CHOP:0000722	PNC_SCR001		General Probes: Have you ever talked to a counselor, psychologist, social worker, psychiatrist or some other professional about your feelings or problems with your mood or behaviors? 	quality of life	SCR001		Encoded Value
CHOP:0000723	PNC_SCR001a		General Probes: Have you ever talked to a counselor, psychologist, social worker, psychiatrist, or some other professional about your feelings, or problems with your mood or behaviors?  Or are you currently taking medication because of your emotions and/or behaviors?	quality of life	SCR001a		Encoded Value
CHOP:0000724	PNC_SCR003		General Probes: How many separate times did you go to see someone?	quality of life	SCR003		Encoded Value
CHOP:0000725	PNC_SCR004		General Probes: How long did you see someone in total? 	quality of life	SCR004		Encoded Value
CHOP:0000726	PNC_SCR005		General Probes: About how many talk sessions did you have in total?	quality of life	SCR005		Encoded Value
CHOP:0000727	PNC_SCR006		General Probes: Are you currently taking medication because of your emotions and/or behaviors?	medication	SCR006		Encoded Value
CHOP:0000728	PNC_SCR007		General Probes: Have you ever had to go to a hospital and stay overnight because of problems with your mood, feelings, or how you were acting?	hospitalizations	SCR007		Encoded Value
CHOP:0000729	PNC_SCR008		General Probes: Have you or anyone else (like your friends, parents, or teachers) ever thought you needed help because of problems with your mood, feelings, or how you were acting?	social environment	SCR008		Encoded Value
CHOP:0000730	PNC_SCR010		General Probes hospitalization: Age	hospitalizations|age/birthdate	SCR010		Encoded Value
CHOP:0000731	PNC_SCR013		General Probes hospitalization: Days in Hospital	hospitalizations	SCR013		Encoded Value
CHOP:0000732	PNC_SCR020		General Probes hospitalization: Age	hospitalizations|age/birthdate	SCR020		Encoded Value
CHOP:0000733	PNC_SCR023		General Probes hospitalization: Days in Hospital	hospitalizations	SCR023		Encoded Value
CHOP:0000734	PNC_SCR030		General Probes hospitalization: Age	hospitalizations|age/birthdate	SCR030		Encoded Value
CHOP:0000735	PNC_SCR033		General Probes hospitalization: Days in Hospital	hospitalizations	SCR033		Encoded Value
CHOP:0000736	PNC_SCR136		General Probes: Was there ever a time when you or someone else thought you needed help or treatment for any problems we haven't discussed?	social environment	SCR136		Encoded Value
